Voter,Affiliation,1st,2nd,3rd,Year,Award
Doris Burke,ESPN,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Doug Smith,The Toronto Star,"Stotts, Terry -- POR*","Casey, Dwane -- TOR*","Stevens, Brad -- BOS*",2016,COY
Dwain Price,Ft. Worth Star Telegam,"Stotts, Terry -- POR*","Casey, Dwane -- TOR*","Stevens, Brad -- BOS*",2016,COY
Eddie Johnson,Fox Sports Arizona,"Stevens, Brad -- BOS*","Stotts, Terry -- POR*","Casey, Dwane -- TOR*",2016,COY
Eddie Sefko,Dallas Morning News,"Casey, Dwane -- TOR*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
Eric Collins,Hornets Radio,"Clifford, Steve -- CHA*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
Eric Hasseltine,92.9 FM ESPN/680 AM ESPN,"Stotts, Terry -- POR*","Clifford, Steve -- CHA*","Joerger, David -- MEM*",2016,COY
Ernie Johnson,TNT,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Stevens, Brad -- BOS*",2016,COY
Ethan Skolnick,Miami Herald,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Fran Blinebury,NBA.com,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
Frank Isola,Sirius Radio/New York Daily News,"Kerr, Steve -- GS*","Clifford, Steve -- CHA*","Stotts, Terry -- POR*",2016,COY
Gary Gerould,Comcast SportsNet-CA,"Stotts, Terry -- POR*","Kerr, Steve -- GS*","Casey, Dwane -- TOR*",2016,COY
Gary Washburn,Boston Globe,"Stotts, Terry -- POR*","Stevens, Brad -- BOS*","Clifford, Steve -- CHA*",2016,COY
George Blaha,WMGC / Fox Sports Detroit,"Stotts, Terry -- POR*","Snyder, Quin -- UTA*","Kerr, Steve -- GS*",2016,COY
Glenn Consor,106.7 The Fan,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Grant Napear,Comcast SportsNet-CA,"Stotts, Terry -- POR*","Popovich, Gregg -- SA*","Casey, Dwane -- TOR*",2016,COY
Howard Beck,Bleacher Report,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Hubie Brown,ESPN,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
Ian Eagle,YES Network,"Stevens, Brad -- BOS*","Kerr, Steve -- GS*","Clifford, Steve -- CHA*",2016,COY
Israel Guttierez,ESPN.com,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
JA Adande,ESPN.com,"Casey, Dwane -- TOR*","Clifford, Steve -- CHA*","Stotts, Terry -- POR*",2016,COY
Jason Jones,Sacramento Bee,"Casey, Dwane -- TOR*","Clifford, Steve -- CHA*","Carlisle, Rick -- DAL*",2016,COY
Jason Kosmicki,Altitude Radio Network,"Stotts, Terry -- POR*","Clifford, Steve -- CHA*","Casey, Dwane -- TOR*",2016,COY
Jason Lloyd,Akron Beacon Journal,"Stotts, Terry -- POR*","Stevens, Brad -- BOS*","Popovich, Gregg -- SA*",2016,COY
Jason Quick,Comcast SportsNet NW,"Stotts, Terry -- POR*","Walton, Luke -- interim with GS","Stevens, Brad -- BOS*",2016,COY
Jeff McDonald,San Antonio Express-News,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Jeff Turner,Fox Sports Florida,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Stevens, Brad -- BOS*",2016,COY
Jeff Zillgitt,USA Today,"Stotts, Terry -- POR*","Kerr, Steve -- GS*","Stevens, Brad -- BOS*",2016,COY
Jerry Zgoda,Minneapolis Star Tribune,"Kerr, Steve -- GS*","Clifford, Steve -- CHA*","Stotts, Terry -- POR*",2016,COY
Jessica Camerato,Comcast SportsNet,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Jim Paschke,Fox Sports Wisconsin,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Jim Petersen,Fox Sports North,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Jody Genessy,Deseret News,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
Joe Freeman,The Oregonian,"Stotts, Terry -- POR*","Kerr, Steve -- GS*","Casey, Dwane -- TOR*",2016,COY
Joel Meyers,Fox Sports New Orleans,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
John Krawczynski,Associated Press,"Joerger, David -- MEM*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
John Michael,Cavaliers Radio,"Stotts, Terry -- POR*","Kerr, Steve -- GS*","Stevens, Brad -- BOS*",2016,COY
Jon Barry,ESPN Radio,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Clifford, Steve -- CHA*",2016,COY
Jonathan Feigen,Houston Chronicle,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
K.C. Johnson,Chicago Tribune,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Keith Pompey,Philadelphia Inquirer,"Casey, Dwane -- TOR*","Clifford, Steve -- CHA*","Kerr, Steve -- GS*",2016,COY
Ken Berger,CBSSports.com,"Stotts, Terry -- POR*","Kerr, Steve -- GS*","Popovich, Gregg -- SA*",2016,COY
Kevin Arnovitz,ESPN.com,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Kevin Calabro,ESPN Radio,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Clifford, Steve -- CHA*",2016,COY
Lang Whitaker,NBA.com,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Carlisle, Rick -- DAL*",2016,COY
Leo Rautins,SportsNet/TSN,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Casey, Dwane -- TOR*",2016,COY
Marc Spears,The Undefeated,"Kerr, Steve -- GS*","Stevens, Brad -- BOS*","Stotts, Terry -- POR*",2016,COY
Marc Stein,ESPN.com,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
Marc Zumoff,Sixers TV,"Kerr, Steve -- GS*","Stevens, Brad -- BOS*","Popovich, Gregg -- SA*",2016,COY
Mark Boyle,107.5/1070 The Fan,"Clifford, Steve -- CHA*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
Mark Medina,LA Daily News,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
Marv Albert,TNT,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Matt Winer,NBA TV,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
Michael Cage,Fox Sports Oklahoma,"Casey, Dwane -- TOR*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
Michael Smith,Prime Ticket,"Stotts, Terry -- POR*","Stevens, Brad -- BOS*","Rivers, Doc -- LAC*",2016,COY
Michael Wilbon,ESPN,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Clifford, Steve -- CHA*",2016,COY
Mike Breen,ABC Sports,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Mike Crispino,MSG Network,"Stotts, Terry -- POR*","Clifford, Steve -- CHA*","Popovich, Gregg -- SA*",2016,COY
Mike Fratello,TNT,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Mike Inglis,WAXY Radio,"Stotts, Terry -- POR*","Stevens, Brad -- BOS*","Spoelstra, Erik -- MIA*",2016,COY
Mike Monroe,The Rivard Report,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Casey, Dwane -- TOR*",2016,COY
Mike Tirico,ESPN,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Clifford, Steve -- CHA*",2016,COY
Nate Taylor,Indianapolis Star,"Popovich, Gregg -- SA*","Kerr, Steve -- GS*","Walton, Luke -- interim with GS",2016,COY
Paul Coro,The Arizona Republic,"Clifford, Steve -- CHA*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Paul Jones,TSN 1050/Sportsnet 590 The Fan,"Casey, Dwane -- TOR*","Stevens, Brad -- BOS*","Stotts, Terry -- POR*",2016,COY
Pete Pranica,Fox Sports Southeast,"Kerr, Steve -- GS*","Casey, Dwane -- TOR*","Stotts, Terry -- POR*",2016,COY
Ramona Shelburne,ESPN.com,"Kerr, Steve -- GS*","Clifford, Steve -- CHA*","Stotts, Terry -- POR*",2016,COY
Ric Bucher,Bleacher Report,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Rick Bonnell,Charlotte Observer,"Stotts, Terry -- POR*","Clifford, Steve -- CHA*","Joerger, David -- MEM*",2016,COY
Rod Beard,Detroit News,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Clifford, Steve -- CHA*",2016,COY
Ron Boone,ROOT Sports,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Casey, Dwane -- TOR*",2016,COY
Ron Tillery,Memphis Commercial Appeal,"Stotts, Terry -- POR*","Popovich, Gregg -- SA*","Casey, Dwane -- TOR*",2016,COY
Royce Young,ESPN.com,"Stotts, Terry -- POR*","Popovich, Gregg -- SA*","Kerr, Steve -- GS*",2016,COY
Rusty Simmons,San Francisco Chronicle,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Stevens, Brad -- BOS*",2016,COY
Sage Steele,ABC Sports,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Sam Amick,USA Today,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Popovich, Gregg -- SA*",2016,COY
Sam Smith,Bulls.com,"Stotts, Terry -- POR*","Stevens, Brad -- BOS*","Casey, Dwane -- TOR*",2016,COY
Scott Hastings,Altitude Sports & Entertainment,"Stotts, Terry -- POR*","Clifford, Steve -- CHA*","Casey, Dwane -- TOR*",2016,COY
Sean Deveney,The Sporting News,"Kerr, Steve -- GS*","Casey, Dwane -- TOR*","Budenholzer, Mike -- ATL*",2016,COY
Sean Grande,98.5 The Sports Hub,"Popovich, Gregg -- SA*","Stotts, Terry -- POR*","Clifford, Steve -- CHA*",2016,COY
Sean Kelley,WRNO 99.5 FM,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Sherrod Blakely,CSNNE.com,"Popovich, Gregg -- SA*","Kerr, Steve -- GS*","Casey, Dwane -- TOR*",2016,COY
Stacey King,Comcast SportsNet Chicago,"Stotts, Terry -- POR*","Clifford, Steve -- CHA*","Stevens, Brad -- BOS*",2016,COY
Stefan Bondy,New York Daily News,"Popovich, Gregg -- SA*","Casey, Dwane -- TOR*","Stevens, Brad -- BOS*",2016,COY
Steve Aschburner,NBA.com,"Kerr, Steve -- GS*","Casey, Dwane -- TOR*","Stotts, Terry -- POR*",2016,COY
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,"Stotts, Terry -- POR*","Kerr, Steve -- GS*","Stevens, Brad -- BOS*",2016,COY
Steve Holman,Hawks Radio Network,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
Steve Popper,The Record,"Popovich, Gregg -- SA*","Kerr, Steve -- GS*","Clifford, Steve -- CHA*",2016,COY
Ted Davis,WTMJ Radio,"Stevens, Brad -- BOS*","Stotts, Terry -- POR*","Walton, Luke -- interim with GS",2016,COY
Tim Kempton,KTAR Radio,"Stotts, Terry -- POR*","Kerr, Steve -- GS*","Casey, Dwane -- TOR*",2016,COY
Tim Reynolds,Associated Press,"Clifford, Steve -- CHA*","Stotts, Terry -- POR*","Spoelstra, Erik -- MIA*",2016,COY
Tim Roye,KNBR Radio,"Kerr, Steve -- GS*","Stotts, Terry -- POR*","Stevens, Brad -- BOS*",2016,COY
Tom Heinsohn,Comcast SportsNet New England,"Stevens, Brad -- BOS*","Kerr, Steve -- GS*","Casey, Dwane -- TOR*",2016,COY
Tony Fiorentino,Fox Sports Sun,"Kerr, Steve -- GS*","Clifford, Steve -- CHA*","Casey, Dwane -- TOR*",2016,COY
Vince Ellis,Detroit Free Press,"Popovich, Gregg -- SA*","Stevens, Brad -- BOS*","Stotts, Terry -- POR*",2016,COY
Zach Lowe,ESPN.com,"Kerr, Steve -- GS*","Popovich, Gregg -- SA*","Stotts, Terry -- POR*",2016,COY
