Voter,Affiliation,1st,2nd,3rd,Year
Doug Haller,Arizona Republic,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)",2016
Doug Smith,The Toronto Star,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Randolph, Zach (Mem.)",2016
Eddie Sefko,Dallas Morning News,"Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)","Williams, Lou (Hou.)",2016
Erik Horne,The Oklahoman,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Williams, Lou (Hou.)",2016
Ernie Johnson,Turner,"Williams, Lou (Hou.)","Gordon, Eric (Hou.)","Kanter, Enes (OKC.)",2016
Flavio Tranquillo,Sky Italia,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Mills, Patty (S.A.)",2016
Fran Blinebury,NBA.com,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Randolph, Zach (Mem.)",2016
Frank Isola,Sirius Radio/New York Daily News,"Gordon, Eric (Hou.)","Williams, Lou (Hou.)","Crawford, Jamal (LA-C)",2016
Gary Washburn,Boston Globe,"Williams, Lou (Hou.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2016
Howard Beck,Bleacher Report,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Randolph, Zach (Mem.)",2016
Hubie Brown,ABC/ESPN,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Mills, Patty (S.A.)",2016
J Falgoust,CSN Washington,"Johnson, James (Mia.)","Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)",2016
JA Adande,ESPN.com,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Brogdon, Malcolm (Mil.)",2016
Jackie MacMullan,ESPN.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Williams, Lou (Hou.)",2016
Jacques Monclar,BEIN Sport,"Gordon, Eric (Hou.)","Randolph, Zach (Mem.)","Williams, Lou (Hou.)",2016
Jalen Rose,ABC/ESPN,"Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)","Williams, Lou (Hou.)",2016
Jared Greenberg,Turner,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Mills, Patty (S.A.)",2016
Jason Jones,Sacramento Bee,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Mills, Patty (S.A.)",2016
Jeff McDonald,San Antonio Express-News,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Williams, Lou (Hou.)",2016
Jeff Zillgitt,USA Today,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2016
Jerry Zgoda,Minneapolis Star-Tribune,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Kanter, Enes (OKC.)",2016
Joe Freeman,The Oregonian,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2016
Joe Vardon,Cleveland.com,"Gordon, Eric (Hou.)","Mills, Patty (S.A.)","Randolph, Zach (Mem.)",2016
John Schuhmann,NBA.com,"Monroe, Greg (Mil.)","Iguodala, Andre (G.S.)","Mills, Patty (S.A.)",2016
Jon Barry,ESPN Radio,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Williams, Lou (Hou.)",2016
Jon Krawczynski,Associated Press,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Monroe, Greg (Mil.)",2016
Justin Termine,Sirius XM,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Randolph, Zach (Mem.)",2016
Justin Verrier,ESPN.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2016
KC Johnson,Chicago Tribune,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2016
Keith Pompey,Philadelphia Inquirer,"Iguodala, Andre (G.S.)","Randolph, Zach (Mem.)","Crawford, Jamal (LA-C)",2016
Kevin Arnovitz,ESPN.com,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Monroe, Greg (Mil.)",2016
Kevin Ding,Bleacher Report,"Iguodala, Andre (G.S.)","Johnson, James (Mia.)","Gordon, Eric (Hou.)",2016
Kevin Harlan,Turner,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2016
Kevin O'Connor,The Ringer,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2016
Kristen Ledlow,Turner,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2016
Kurt Helin,NBCSports.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Williams, Lou (Hou.)",2016
Lang Whitaker,NBA.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)",2016
Lee Jenkins,Sports Illustrated,"Gordon, Eric (Hou.)","Kanter, Enes (OKC.)","Iguodala, Andre (G.S.)",2016
Lisa Yang,Tencent,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2016
Manny Navaro,Miami Herald,"Iguodala, Andre (G.S.)","Williams, Lou (Hou.)","Johnson, Tyler (Mia.)",2016
Marc Berman,New York Post,"Gordon, Eric (Hou.)","Randolph, Zach (Mem.)","Iguodala, Andre (G.S.)",2016
Marc Kestecher,ESPN Radio,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Randolph, Zach (Mem.)",2016
Marc Spears,The Undefeated,"Gordon, Eric (Hou.)","Randolph, Zach (Mem.)","Iguodala, Andre (G.S.)",2016
Marc Stein,ESPN.com,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Randolph, Zach (Mem.)",2016
Marcelo Nogueira,Ole,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Mills, Patty (S.A.)",2016
Mark Jackson,ABC/ESPN,"Gordon, Eric (Hou.)","Williams, Lou (Hou.)","Iguodala, Andre (G.S.)",2016
Mark Medina,LA Daily News,"Iguodala, Andre (G.S.)","Williams, Lou (Hou.)","Gordon, Eric (Hou.)",2016
Matt Moore,CBSSports.com,"Iguodala, Andre (G.S.)","Monroe, Greg (Mil.)","Carter, Vince (Mem.)",2016
Matt Winer,Turner,"Kanter, Enes (OKC.)","Gordon, Eric (Hou.)","Randolph, Zach (Mem.)",2016
Michael Grange,Rogers Sportsnet,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Randolph, Zach (Mem.)",2016
Michael Wilbon,ABC/ESPN,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Randolph, Zach (Mem.)",2016
Michelle Beadle,ABC/ESPN,"Gordon, Eric (Hou.)","Williams, Lou (Hou.)","Iguodala, Andre (G.S.)",2016
Mike Breen,ABC/ESPN,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Mills, Patty (S.A.)",2016
Nate Taylor,Indianapolis Star,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Williams, Lou (Hou.)",2016
Nira Khurana,Excelsior,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Randolph, Zach (Mem.)",2016
Paul Flannery,SB Nation,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Monroe, Greg (Mil.)",2016
Rachel Nichols,ABC/ESPN,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2016
Ramona Shelburne,ESPN.com,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Williams, Lou (Hou.)",2016
Reggie Miller,Turner,"Williams, Lou (Hou.)","Gordon, Eric (Hou.)","Kanter, Enes (OKC.)",2016
Ric Bucher,Bleacher Report,"Gordon, Eric (Hou.)","Hardaway Jr., Tim (Atl.)","Iguodala, Andre (G.S.)",2016
Richard Walker,Gaston Gazette,"Williams, Lou (Hou.)","Gordon, Eric (Hou.)","Mills, Patty (S.A.)",2016
Rod Beard,Detroit News,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Monroe, Greg (Mil.)",2016
Ron Tillery,Memphis Commercial-Appeal,"Randolph, Zach (Mem.)","Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)",2016
Royce Young,ESPN,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Kanter, Enes (OKC.)",2016
Ryan Wolstat,Toronto Sun,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2016
Sage Steele,ABC/ESPN,"Iguodala, Andre (G.S.)","Williams, Lou (Hou.)","Gordon, Eric (Hou.)",2016
Sam Amick,USA Today,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Randolph, Zach (Mem.)",2016
Sean Deveney,The Sporting News,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Randolph, Zach (Mem.)",2016
Sekou Smith,NBA.com,"Gordon, Eric (Hou.)","Williams, Lou (Hou.)","Crawford, Jamal (LA-C)",2016
Sherrod Blakely,CSN New England,"Gordon, Eric (Hou.)","Johnson, James (Mia.)","Iguodala, Andre (G.S.)",2016
Steve Aschburner,NBA.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Randolph, Zach (Mem.)",2016
Steve Kyler,Basketball Insiders,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Randolph, Zach (Mem.)",2016
Steve Smith,Turner,"Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)","Williams, Lou (Hou.)",2016
Tim Reynolds,Associated Press,"Iguodala, Andre (G.S.)","Williams, Lou (Hou.)","Kanter, Enes (OKC.)",2016
TJ Manotoc,ABC-CBN,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2016
Tony Jones,Salt Lake Tribune,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Crawford, Jamal (LA-C)",2016
Vince Goodwill,CSN Chicago,"Gordon, Eric (Hou.)","Iguodala, Andre (G.S.)","Randolph, Zach (Mem.)",2016
Weiping Zhang,CCTV,"Gordon, Eric (Hou.)","Randolph, Zach (Mem.)","Kanter, Enes (OKC.)",2016
Yoko Miyaji,Sports Graphic Number,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2016
Zach Lowe,ESPN.com,"Iguodala, Andre (G.S.)","Gordon, Eric (Hou.)","Johnson, James (Mia.)",2016
