Voter,Affiliation,1st,2nd,3rd,Year,Award
Kevin Harlan,Turner,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Zach Harper,The Athletic,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Chris Haynes,Yahoo! Sports,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Barrett, R.J. (NYK)",2020,ROY
Kurt Helin,NBCSports.com,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Adam Himmelsbach,Boston Globe,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Chris Hine,Minneapolis Star Tribune,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Erik Horne,The Athletic,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Lisa Hsu,Tencent,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Cassidy Hubbarth,ESPN,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Kelly Iko,The Athletic,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Frank Isola,Sirius Radio,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Mark Jackson,ESPN,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Ernie Johnson,Turner,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Mark Jones,ESPN,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Fred Katz,The Athletic,"Morant, Ja (MEM)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)",2020,ROY
Marc Kestecher,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Chris Kirschner,The Athletic,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Nick Kosmider,The Athletic,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Andy Larsen,Salt Lake Tribune,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Kristen Ledlow,Turner,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Connor Letourneau,San Francisco Chronicle,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Greg Logan,Newsday,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Zach Lowe,ESPN,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Coral Lu,ESPN-Tencent,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Paschall, Eric (GSW)",2020,ROY
Jackie MacMullan,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Brian Mahoney,Associated Press,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Maxime Malet,L'Equipe,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Chris Mannix,Sports Illustrated,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Diego Martinez,Reforma,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Jeff McDonald,San Antonio Express-News,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Dave McMenamin,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Mark Medina,USA Today,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Yoko Miyaji,Sports Graphic Number,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Rachel Nichols,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Kevin O'Connor,The Ringer,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Clarke, Brandon (MEM)",2020,ROY
Candace Parker,Turner,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Dave Pasch,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Kevin Pelton,ESPN,"Morant, Ja (MEM)","Clarke, Brandon (MEM)","Williamson, Zion (NOP)",2020,ROY
Keith Pompey,Philadelphia Inquirer and Daily News,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Shaun Powell,NBA.com,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Jason Quick,The Athletic,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Duane Rankin,Arizona Republic,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Clarke, Brandon (MEM)",2020,ROY
Remi Reverchon,BeIN Sport (France),"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Tim Reynolds,Associated Press,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Josh Robbins,The Athletic,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Clarke, Brandon (MEM)",2020,ROY
Jalen Rose,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","White, Coby (CHI)",2020,ROY
Simone Sandri,La Gazzetta Dello Sport,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Chris Sasaki,Rakuten,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
John Schuhmann,NBA.com,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Dennis Scott,Turner,"Morant, Ja (MEM)","Williamson, Zion (NOP)","White, Coby (CHI)",2020,ROY
Ramona Shelburne,ESPN,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Bill Simmons,The Ringer,"Morant, Ja (MEM)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)",2020,ROY
Sekou Smith,NBA.com,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Stephen Smith,ESPN,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Steve Smith,Turner,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Doug Smith,The Toronto Star,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Davis, Terence (TOR)",2020,ROY
Seerat Sohi,Yahoo! Sports,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)",2020,ROY
Casey Stern,Turner,"Morant, Ja (MEM)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)",2020,ROY
Mirjam Swanson,Southern California News Group,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Maria Taylor,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Justin Termine,Sirius Radio,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Brad Townsend,Dallas Morning News,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Joe Vardon,The Athletic,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Matt Velazquez,Milwaukee Journal Sentinel,"Morant, Ja (MEM)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)",2020,ROY
Gary Washburn,Boston Globe,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Paschall, Eric (GSW)",2020,ROY
Michael Wilbon,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Brian Windhorst,ESPN,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Matt Winer,Turner,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
Royce Young,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)",2020,ROY
Jeff Zillgitt,USA Today,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)",2020,ROY
