Voter,Affiliation,1st,2nd,3rd,Year,Award
Shams Charania,The Athletic/Stadium,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Anthony Chiang,Miami Herald,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Davide Chinellato,La Gazzetta dello Sport,"Mobley, Evan (CLE)","Cunningham, Cade (DET)","Barnes, Scottie (TOR)",2022,ROY
Antoni Daimiel,Movistar+,"Cunningham, Cade (DET)","Mobley, Evan (CLE)","Barnes, Scottie (TOR)",2022,ROY
Dan Devine,The Ringer,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
James Edwards,The Athletic,"Cunningham, Cade (DET)","Mobley, Evan (CLE)","Barnes, Scottie (TOR)",2022,ROY
Chris Fedor,Clevleand.com,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Vince Goodwill,Yahoo! Sports,"Cunningham, Cade (DET)","Mobley, Evan (CLE)","Barnes, Scottie (TOR)",2022,ROY
Michael Grange,Rogers Sportsnet,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Jared Greenberg,Turner,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Mike Greenberg,ESPN,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Kevin Harlan,Turner,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Zach Harper,The Athletic,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Kurt Helin,NBCSports.com,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Chris Herring,Sports Illustrated,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Drew Hill,Daily Memphian,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Adam Himmelsbach,,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Lisa Hsu,Tencent,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Cassidy Hubbarth,ESPN,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Kelly Iko,The Athletic,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Frank Isola,Sirius Radio,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Mark Jackson,ESPN,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Ernie Johnson,Turner,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
K.C. Johnson,NBC Sports Chicago,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Marc Kestecher,ESPN,"Cunningham, Cade (DET)","Barnes, Scottie (TOR)","Mobley, Evan (CLE)",2022,ROY
Chris Kirschner,The Athletic,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Eric Koreen,The Athletic,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Scott Kushner,New Orleans Times-Picayune,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Zach Lowe,ESPN,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Brian Mahoney,Associated Press,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Rob Mahoney,The Ringer,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Chris Mannix,Sports Illustrated,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Diego Martinez,Reforma,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Jeff McDonald,San Antonio Express-News,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Dave McMenamin,ESPN,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Mark Medina,NBA.com,"Barnes, Scottie (TOR)","Cunningham, Cade (DET)","Mobley, Evan (CLE)",2022,ROY
Yoko Miyaji,Sports Graphic Number,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Joe Mussatto,The Oklahoman,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Eric Nehm,The Athletic,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Kevin O'Connor,The Ringer,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Bill Oram,The Athletic,"Mobley, Evan (CLE)","Cunningham, Cade (DET)","Barnes, Scottie (TOR)",2022,ROY
Dave Pasch,ESPN,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Kevin Pelton,ESPN,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Jones, Herbert (NOP)",2022,ROY
Kendrick Perkins,ESPN,"Barnes, Scottie (TOR)","Cunningham, Cade (DET)","Mobley, Evan (CLE)",2022,ROY
Michael Pina,Sports Illustrated,"Cunningham, Cade (DET)","Barnes, Scottie (TOR)","Mobley, Evan (CLE)",2022,ROY
Keith Pompey,Philadelphia Inquirer,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Steve Popper,Newsday,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Shaun Powell,NBA.com,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Khobi Price,Orlando Sentinel,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Wagner, Franz (ORL)",2022,ROY
Jason Quick,The Athletic,"Mobley, Evan (CLE)","Cunningham, Cade (DET)","Barnes, Scottie (TOR)",2022,ROY
Duane Rankin,Arizona Republic,"Barnes, Scottie (TOR)","Cunningham, Cade (DET)","Mobley, Evan (CLE)",2022,ROY
Stephanie Ready,Turner,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Bill Reiter,CBSSports.com,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Remi Reverchon,BeIN Sport (France),"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Tim Reynolds,Associated Press,"Cunningham, Cade (DET)","Barnes, Scottie (TOR)","Mobley, Evan (CLE)",2022,ROY
Josh Robbins,The Athletic,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Melissa Rohlin,Fox Sports,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Taylor Rooks,Bleacher Report,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Jalen Rose,ESPN,"Mobley, Evan (CLE)","Cunningham, Cade (DET)","Barnes, Scottie (TOR)",2022,ROY
Ryen Russillo,The Ringer,"Cunningham, Cade (DET)","Barnes, Scottie (TOR)","Mobley, Evan (CLE)",2022,ROY
John Schuhmann,NBA.com,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Guillermo Schutz,Televisa (TUDN),"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Dennis Scott,Turner,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Wagner, Franz (ORL)",2022,ROY
Ramona Shelburne,ESPN,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Bill Simmons,The Ringer,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Mike Singer,Denver Post,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Anthony Slater,The Athletic,"Mobley, Evan (CLE)","Cunningham, Cade (DET)","Barnes, Scottie (TOR)",2022,ROY
Doug Smith,The Toronto Star,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Stephen Smith,ESPN,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Steve Smith,Turner,"Barnes, Scottie (TOR)","Cunningham, Cade (DET)","Mobley, Evan (CLE)",2022,ROY
Seerat Sohi,The Ringer,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Harris Stavrou,Sport24,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Daisuke Sugiura,Nihon Keizai Shimbun,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Justin Termine,Sirius Radio,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Christos Tsaltas,SDNA.gr,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Joe Vardon,The Athletic,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Eric Walden,Salt Lake Tribune,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Gary Washburn,Boston Globe,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Michael Wilbon,ESPN,"Barnes, Scottie (TOR)","Cunningham, Cade (DET)","Mobley, Evan (CLE)",2022,ROY
Brian Windhorst,ESPN,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Matt Winer,Turner,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Kristian Winfield,New York Daily News,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Michael Wright,NBA.com,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
Ohm Youngmisuk,ESPN,"Mobley, Evan (CLE)","Barnes, Scottie (TOR)","Cunningham, Cade (DET)",2022,ROY
Jeff Zillgitt,USA Today,"Barnes, Scottie (TOR)","Mobley, Evan (CLE)","Cunningham, Cade (DET)",2022,ROY
