Voter,Affiliation,1st,2nd,3rd,Year,Award
Ernie Johnson,Turner,"Williams, Monty (PHX)","Spoelstra, Erik (MIA)","Udoka, Ime (BOS)",2022,COY
K.C. Johnson,NBC Sports Chicago,"Williams, Monty (PHX)","Spoelstra, Erik (MIA)","Jenkins, Taylor (MEM)",2022,COY
Marc Kestecher,ESPN,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Chris Kirschner,The Athletic,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Bickerstaff, J.B. (CLE)",2022,COY
Eric Koreen,The Athletic,"Williams, Monty (PHX)","Spoelstra, Erik (MIA)","Udoka, Ime (BOS)",2022,COY
Scott Kushner,New Orleans Times-Picayune,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Finch, Chris (MIN)",2022,COY
Zach Lowe,ESPN,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Brian Mahoney,Associated Press,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Bickerstaff, J.B. (CLE)",2022,COY
Rob Mahoney,The Ringer,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Chris Mannix,Sports Illustrated,"Williams, Monty (PHX)","Udoka, Ime (BOS)","Jenkins, Taylor (MEM)",2022,COY
Diego Martinez,Reforma,"Williams, Monty (PHX)","Spoelstra, Erik (MIA)","Jenkins, Taylor (MEM)",2022,COY
Jeff McDonald,San Antonio Express-News,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Dave McMenamin,ESPN,"Williams, Monty (PHX)","Lue, Tyronn (LAC)","Jenkins, Taylor (MEM)",2022,COY
Mark Medina,NBA.com,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Udoka, Ime (BOS)",2022,COY
Yoko Miyaji,Sports Graphic Number,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Joe Mussatto,The Oklahoman,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Bickerstaff, J.B. (CLE)",2022,COY
Eric Nehm,The Athletic,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Kevin O'Connor,The Ringer,"Jenkins, Taylor (MEM)","Williams, Monty (PHX)","Lue, Tyronn (LAC)",2022,COY
Bill Oram,The Athletic,"Jenkins, Taylor (MEM)","Williams, Monty (PHX)","Lue, Tyronn (LAC)",2022,COY
Dave Pasch,ESPN,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Kevin Pelton,ESPN,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Bickerstaff, J.B. (CLE)",2022,COY
Kendrick Perkins,ESPN,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Kidd, Jason (DAL)",2022,COY
Michael Pina,Sports Illustrated,"Jenkins, Taylor (MEM)","Williams, Monty (PHX)","Spoelstra, Erik (MIA)",2022,COY
Keith Pompey,Philadelphia Inquirer,"Udoka, Ime (BOS)","Williams, Monty (PHX)","Jenkins, Taylor (MEM)",2022,COY
Steve Popper,Newsday,"Jenkins, Taylor (MEM)","Williams, Monty (PHX)","Spoelstra, Erik (MIA)",2022,COY
Shaun Powell,NBA.com,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Udoka, Ime (BOS)",2022,COY
Khobi Price,Orlando Sentinel,"Williams, Monty (PHX)","Spoelstra, Erik (MIA)","Jenkins, Taylor (MEM)",2022,COY
Jason Quick,The Athletic,"Williams, Monty (PHX)","Udoka, Ime (BOS)","Bickerstaff, J.B. (CLE)",2022,COY
Duane Rankin,Arizona Republic,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Udoka, Ime (BOS)",2022,COY
Stephanie Ready,Turner,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Udoka, Ime (BOS)",2022,COY
Bill Reiter,CBSSports.com,"Jenkins, Taylor (MEM)","Williams, Monty (PHX)","Spoelstra, Erik (MIA)",2022,COY
Remi Reverchon,BeIN Sport (France),"Williams, Monty (PHX)","Bickerstaff, J.B. (CLE)","Jenkins, Taylor (MEM)",2022,COY
Tim Reynolds,Associated Press,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Josh Robbins,The Athletic,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Udoka, Ime (BOS)",2022,COY
Melissa Rohlin,Fox Sports,"Williams, Monty (PHX)","Spoelstra, Erik (MIA)","Jenkins, Taylor (MEM)",2022,COY
Taylor Rooks,Bleacher Report,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Udoka, Ime (BOS)",2022,COY
Jalen Rose,ESPN,"Jenkins, Taylor (MEM)","Williams, Monty (PHX)","Udoka, Ime (BOS)",2022,COY
Ryen Russillo,The Ringer,"Williams, Monty (PHX)","Spoelstra, Erik (MIA)","Udoka, Ime (BOS)",2022,COY
John Schuhmann,NBA.com,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Guillermo Schutz,Televisa (TUDN),"Williams, Monty (PHX)","Bickerstaff, J.B. (CLE)","Jenkins, Taylor (MEM)",2022,COY
Dennis Scott,Turner,"Williams, Monty (PHX)","Kidd, Jason (DAL)","Jenkins, Taylor (MEM)",2022,COY
Ramona Shelburne,ESPN,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Bill Simmons,The Ringer,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Udoka, Ime (BOS)",2022,COY
Mike Singer,Denver Post,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Udoka, Ime (BOS)",2022,COY
Anthony Slater,The Athletic,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Lue, Tyronn (LAC)",2022,COY
Doug Smith,The Toronto Star,"Jenkins, Taylor (MEM)","Williams, Monty (PHX)","Bickerstaff, J.B. (CLE)",2022,COY
Stephen Smith,ESPN,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Udoka, Ime (BOS)",2022,COY
Steve Smith,Turner,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Seerat Sohi,The Ringer,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
Harris Stavrou,Sport24,"Williams, Monty (PHX)","Bickerstaff, J.B. (CLE)","Finch, Chris (MIN)",2022,COY
Daisuke Sugiura,Nihon Keizai Shimbun,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Bickerstaff, J.B. (CLE)",2022,COY
Justin Termine,Sirius Radio,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Bickerstaff, J.B. (CLE)",2022,COY
Christos Tsaltas,SDNA.gr,"Williams, Monty (PHX)","Udoka, Ime (BOS)","Jenkins, Taylor (MEM)",2022,COY
Joe Vardon,The Athletic,"Williams, Monty (PHX)","Spoelstra, Erik (MIA)","Jenkins, Taylor (MEM)",2022,COY
Eric Walden,Salt Lake Tribune,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Bickerstaff, J.B. (CLE)",2022,COY
Gary Washburn,Boston Globe,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Udoka, Ime (BOS)",2022,COY
Michael Wilbon,ESPN,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Kidd, Jason (DAL)",2022,COY
Brian Windhorst,ESPN,"Williams, Monty (PHX)","Spoelstra, Erik (MIA)","Jenkins, Taylor (MEM)",2022,COY
Matt Winer,Turner,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Udoka, Ime (BOS)",2022,COY
Kristian Winfield,New York Daily News,"Jenkins, Taylor (MEM)","Williams, Monty (PHX)","Udoka, Ime (BOS)",2022,COY
Michael Wright,NBA.com,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Bickerstaff, J.B. (CLE)",2022,COY
Ohm Youngmisuk,ESPN,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Lue, Tyronn (LAC)",2022,COY
Jeff Zillgitt,USA Today,"Williams, Monty (PHX)","Jenkins, Taylor (MEM)","Spoelstra, Erik (MIA)",2022,COY
