Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year
Amin Elhassan,ESPN,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Adebayo, Bam (MIA)","Leonard, Kawhi (LAC)","Simmons, Ben (PHI)","Thybulle, Matisse (PHI)","Butler, Jimmy (MIA)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Bledsoe, Eric (MIL)",2019
Chris Fedor,Cleveland.com,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Dunn, Kris (CHI)","Leonard, Kawhi (LAC)","Turner, Myles (IND)","Lopez, Brook (MIL)","James, LeBron (LAL)","Smart, Marcus (BOS)",2019
Mike Ganter,The Toronto Sun,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Leonard, Kawhi (LAC)","Tatum, Jayson (BOS)","Adebayo, Bam (MIA)","Beverley, Patrick (LAC)","Lowry, Kyle (TOR)",2019
Vince Goodwill,Yahoo! Sports,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Leonard, Kawhi (LAC)","Simmons, Ben (PHI)","Butler, Jimmy (MIA)","Adebayo, Bam (MIA)","Lopez, Brook (MIL)","Smart, Marcus (BOS)","Dunn, Kris (CHI)",2019
Jared Greenberg,Turner,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Lopez, Brook (MIL)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Leonard, Kawhi (LAC)","Adebayo, Bam (MIA)","Gobert, Rudy (UTA)","Bledsoe, Eric (MIL)","Lowry, Kyle (TOR)",2019
Will Guillory,The Athletic,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Leonard, Kawhi (LAC)","Tucker, P.J. (HOU)","Lopez, Brook (MIL)","Beverley, Patrick (LAC)","Holiday, Jrue (NOP)",2019
Kevin Harlan,Turner,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Leonard, Kawhi (LAC)","Tucker, P.J. (HOU)","Lopez, Brook (MIL)","Bledsoe, Eric (MIL)","Dunn, Kris (CHI)",2019
Zach Harper,The Athletic,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Bledsoe, Eric (MIL)","Adebayo, Bam (MIA)","Tucker, P.J. (HOU)","Embiid, Joel (PHI)","Lowry, Kyle (TOR)","Smart, Marcus (BOS)",2019
Chris Haynes,Yahoo! Sports,"Davis, Anthony (LAL)","Leonard, Kawhi (LAC)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Antetokounmpo, Giannis (MIL)","Baynes, Aron (PHX)","Turner, Myles (IND)","Beverley, Patrick (LAC)","Murray, Dejounte (SAS)",2019
Kurt Helin,NBCSports.com,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Simmons, Ben (PHI)","Leonard, Kawhi (LAC)","Tucker, P.J. (HOU)","Lopez, Brook (MIL)","Beverley, Patrick (LAC)","Bledsoe, Eric (MIL)",2019
Adam Himmelsbach,Boston Globe,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Leonard, Kawhi (LAC)","Smart, Marcus (BOS)","Tucker, P.J. (HOU)","Adebayo, Bam (MIA)","Lopez, Brook (MIL)","Simmons, Ben (PHI)","Bledsoe, Eric (MIL)",2019
Chris Hine,Minneapolis Star Tribune,"Antetokounmpo, Giannis (MIL)","Adebayo, Bam (MIA)","Davis, Anthony (LAL)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Leonard, Kawhi (LAC)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Bledsoe, Eric (MIL)","Beverley, Patrick (LAC)",2019
Erik Horne,The Athletic,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Simmons, Ben (PHI)","Tucker, P.J. (HOU)","Leonard, Kawhi (LAC)","Lopez, Brook (MIL)","Dunn, Kris (CHI)","Holiday, Jrue (NOP)",2019
Lisa Hsu,Tencent,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Dunn, Kris (CHI)","Leonard, Kawhi (LAC)","James, LeBron (LAL)","Lopez, Brook (MIL)","Smart, Marcus (BOS)","Beverley, Patrick (LAC)",2019
Cassidy Hubbarth,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Butler, Jimmy (MIA)","Tucker, P.J. (HOU)","Lopez, Brook (MIL)","Dunn, Kris (CHI)","Leonard, Kawhi (LAC)",2019
Kelly Iko,The Athletic,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Leonard, Kawhi (LAC)","Tucker, P.J. (HOU)","Adebayo, Bam (MIA)","Bledsoe, Eric (MIL)","Dunn, Kris (CHI)",2019
Frank Isola,Sirius Radio,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Simmons, Ben (PHI)","Leonard, Kawhi (LAC)","Adebayo, Bam (MIA)","Lopez, Brook (MIL)","Butler, Jimmy (MIA)","Paul, Chris (OKC)",2019
Mark Jackson,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Adebayo, Bam (MIA)","Leonard, Kawhi (LAC)","Turner, Myles (IND)","Beverley, Patrick (LAC)","Bradley, Avery (LAL)",2019
Ernie Johnson,Turner,"Leonard, Kawhi (LAC)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Bledsoe, Eric (MIL)","Simmons, Ben (PHI)","Davis, Anthony (LAL)","Tatum, Jayson (BOS)","Lopez, Brook (MIL)","Smart, Marcus (BOS)","Beverley, Patrick (LAC)",2019
Mark Jones,ESPN,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Adebayo, Bam (MIA)","Simmons, Ben (PHI)","Paul, Chris (OKC)","Leonard, Kawhi (LAC)","Tucker, P.J. (HOU)","Gobert, Rudy (UTA)","Beverley, Patrick (LAC)","Smart, Marcus (BOS)",2019
Fred Katz,The Athletic,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)","Davis, Anthony (LAL)","Lopez, Brook (MIL)","Holiday, Jrue (NOP)","Dunn, Kris (CHI)",2019
Marc Kestecher,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Beverley, Patrick (LAC)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)","Leonard, Kawhi (LAC)","Lopez, Brook (MIL)","Butler, Jimmy (MIA)","Smart, Marcus (BOS)",2019
Chris Kirschner,The Athletic,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Leonard, Kawhi (LAC)","Tatum, Jayson (BOS)","Lopez, Brook (MIL)","Dunn, Kris (CHI)","Holiday, Jrue (NOP)",2019
Nick Kosmider,The Athletic,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Leonard, Kawhi (LAC)","Tatum, Jayson (BOS)","Lopez, Brook (MIL)","Butler, Jimmy (MIA)","Dunn, Kris (CHI)",2019
Andy Larsen,Salt Lake Tribune,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Tucker, P.J. (HOU)","Leonard, Kawhi (LAC)","Lopez, Brook (MIL)","Bledsoe, Eric (MIL)","Dunn, Kris (CHI)",2019
Kristen Ledlow,Turner,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Leonard, Kawhi (LAC)","Simmons, Ben (PHI)","Butler, Jimmy (MIA)","Tucker, P.J. (HOU)","Lopez, Brook (MIL)","Smart, Marcus (BOS)","Beverley, Patrick (LAC)",2019
Connor Letourneau,San Francisco Chronicle,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Smart, Marcus (BOS)","Tucker, P.J. (HOU)","Leonard, Kawhi (LAC)","Lopez, Brook (MIL)","Dunn, Kris (CHI)","Bledsoe, Eric (MIL)",2019
Greg Logan,Newsday,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Drummond, Andre (CLE)","Doncic, Luka (DAL)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)","Porzingis, Kristaps (DAL)","Whiteside, Hassan (POR)","Westbrook, Russell (HOU)","Lowry, Kyle (TOR)",2019
