Voter,Affiliation,1st,2nd,3rd,Year,Award
Amin Elhassan,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Adebayo, Bam (MIA)",2019,DPOY
Chris Fedor,Cleveland.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Mike Ganter,The Toronto Sun,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Vince Goodwill,Yahoo! Sports,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Jared Greenberg,Turner,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Lopez, Brook (MIL)",2019,DPOY
Will Guillory,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Kevin Harlan,Turner,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Zach Harper,The Athletic,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Chris Haynes,Yahoo! Sports,"Davis, Anthony (LAL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2019,DPOY
Kurt Helin,NBCSports.com,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Adam Himmelsbach,Boston Globe,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Leonard, Kawhi (LAC)",2019,DPOY
Chris Hine,Minneapolis Star Tribune,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Adebayo, Bam (MIA)",2019,DPOY
Erik Horne,The Athletic,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Lisa Hsu,Tencent,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Cassidy Hubbarth,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Kelly Iko,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Frank Isola,Sirius Radio,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Mark Jackson,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Simmons, Ben (PHI)",2019,DPOY
Ernie Johnson,Turner,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Leonard, Kawhi (LAC)",2019,DPOY
Mark Jones,ESPN,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019,DPOY
Fred Katz,The Athletic,"Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2019,DPOY
Marc Kestecher,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Chris Kirschner,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Nick Kosmider,The Athletic,"Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2019,DPOY
Andy Larsen,Salt Lake Tribune,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Kristen Ledlow,Turner,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Connor Letourneau,San Francisco Chronicle,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Greg Logan,Newsday,"Drummond, Andre (CLE)","Whiteside, Hassan (POR)","Antetokounmpo, Giannis (MIL)",2019,DPOY
Zach Lowe,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Coral Lu,ESPN-Tencent,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Jackie MacMullan,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)",2019,DPOY
Brian Mahoney,Associated Press,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019,DPOY
Maxime Malet,L'Equipe,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)",2019,DPOY
Chris Mannix,Sports Illustrated,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)",2019,DPOY
Diego Martinez,Reforma,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Jeff McDonald,San Antonio Express-News,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Dave McMenamin,ESPN,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019,DPOY
Mark Medina,USA Today,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)",2019,DPOY
Yoko Miyaji,Sports Graphic Number,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Rachel Nichols,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Kevin O'Connor,The Ringer,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Candace Parker,Turner,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)",2019,DPOY
Dave Pasch,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Leonard, Kawhi (LAC)",2019,DPOY
Kevin Pelton,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Lopez, Brook (MIL)",2019,DPOY
Keith Pompey,Philadelphia Inquirer and Daily News,"Simmons, Ben (PHI)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)",2019,DPOY
Shaun Powell,NBA.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Jason Quick,The Athletic,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Smart, Marcus (BOS)",2019,DPOY
Duane Rankin,Arizona Republic,"Davis, Anthony (LAL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2019,DPOY
Remi Reverchon,BeIN Sport (France),"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019,DPOY
Tim Reynolds,Associated Press,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Adebayo, Bam (MIA)",2019,DPOY
Josh Robbins,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Jalen Rose,ESPN,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Beverley, Patrick (LAC)",2019,DPOY
Simone Sandri,La Gazzetta Dello Sport,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Beverley, Patrick (LAC)",2019,DPOY
Chris Sasaki,Rakuten,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
John Schuhmann,NBA.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Dennis Scott,Turner,"Gobert, Rudy (UTA)","Davis, Anthony (LAL)","Allen, Jarrett (BKN)",2019,DPOY
Ramona Shelburne,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Bill Simmons,The Ringer,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Doug Smith,The Toronto Star,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Sekou Smith,NBA.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Stephen Smith,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Steve Smith,Turner,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019,DPOY
Seerat Sohi,Yahoo! Sports,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019,DPOY
Casey Stern,Turner,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Mirjam Swanson,Southern California News Group,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)",2019,DPOY
Maria Taylor,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Simmons, Ben (PHI)",2019,DPOY
Justin Termine,Sirius Radio,"Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2019,DPOY
Brad Townsend,Dallas Morning News,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Joe Vardon,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)",2019,DPOY
Matt Velazquez,Milwaukee Journal Sentinel,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Gary Washburn,Boston Globe,"Antetokounmpo, Giannis (MIL)","Smart, Marcus (BOS)","Davis, Anthony (LAL)",2019,DPOY
Michael Wilbon,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019,DPOY
Brian Windhorst,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Matt Winer,Turner,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019,DPOY
Royce Young,ESPN,"Adebayo, Bam (MIA)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019,DPOY
Jeff Zillgitt,USA Today,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Leonard, Kawhi (LAC)",2019,DPOY
